IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
16079,28719,1,1,Banking,Others,BFSI,F,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Surat,465113,N,B,2,2,1,0,581391
16082,14804,1,0,Sales,Analyst,Insurance,G,Product Manager,PG,Arts,Bhubaneswar,2019.0,Arts,Bhubaneswar,2021.0,Others,Kolkata,2007.0,Bangalore,Surat,596301,N,B,3,2,2,0,775191
16083,43748,14,9,Sales,Team Lead,IT,J,HR,Grad,Zoology,Kolkata,1999.0,Zoology,Kolkata,2001.0,Zoology,Mumbai,2006.0,Jaipur,Jaipur,2077687,N,B,4,4,0,0,2597108
16084,15859,16,2,Banking,Bio statistician,FMCG,E,Research Analyst,Doctorate,Psychology,Kolkata,2004.0,Psychology,Kolkata,2013.0,Others,Kolkata,2007.0,Surat,Bangalore,2919825,N,B,3,0,0,0,3941763
16085,56774,13,13,Sales,Sales Execituve,BFSI,M,Consultant,Doctorate,Arts,Bhubaneswar,1998.0,Arts,Bhubaneswar,2000.0,Arts,Surat,2007.0,Mangalore,Guwahati,2480874,Y,Key_Performer,2,5,0,0,3473223
16086,38658,14,14,Banking,Sales Manager,Aviation,A,Manager,Doctorate,Arts,Ahmedabad,2000.0,Arts,Ahmedabad,2002.0,Arts,Mangalore,2006.0,Ahmedabad,Bangalore,1530743,N,D,2,5,0,0,1901182
16088,14625,21,15,IT-Software,Project Manager,Training,E,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Surat,1918268,N,C,4,5,3,0,2206008
16089,12092,20,17,Others,Project Manager,FMCG,O,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Nagpur,1728962,N,D,2,4,2,0,1988306
16090,41728,12,9,Others,Sales Manager,Training,C,Data Analyst,PG,Sociology,Jaipur,1999.0,Sociology,Jaipur,2001.0,Sociology,Mumbai,2008.0,Kanpur,Mumbai,2032799,N,B,3,3,1,0,2642638
16092,34218,11,1,Education,Senior Researcher,IT,M,Sr.Manager,Doctorate,Botony,Pune,2009.0,Others,Pune,2012.0,Others,Kolkata,2007.0,Guwahati,Surat,2360826,N,C,2,0,0,0,2932145
16095,34718,13,5,HR,Team Lead,FMCG,P,Sr.Manager,Grad,Statistics,Guwahati,1999.0,Statistics,Guwahati,2001.0,Statistics,Nagpur,2007.0,Kanpur,Jaipur,1857450,Y,A,6,8,0,0,2377536
16096,42380,6,4,HR,Consultant,BFSI,F,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Kolkata,812580,N,B,6,5,3,0,1015725
16103,29527,2,0,Banking,Project Manager,Analytics,K,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Pune,408624,N,A,3,5,2,0,510780
16107,43369,9,7,Top Management,Financial Analyst,IT,O,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Guwahati,1025364,Y,C,3,4,3,0,1226335
16108,27431,8,2,Banking,Consultant,Aviation,O,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Pune,557764,N,D,6,1,2,0,641428
16110,23684,10,7,Sales,Bio statistician,Analytics,E,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Bangalore,1673171,N,Key_Performer,1,2,2,0,2091463
16114,55696,16,13,Marketing,Financial Analyst,Aviation,M,Data Analyst,Doctorate,Mathematics,Surat,2004.0,Mathematics,Surat,2022.0,Others,Kolkata,2007.0,Pune,Jaipur,2936412,N,B,6,1,0,0,3964156
16115,37647,11,5,Analytics/BI,Project Manager,Others,H,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Bhubaneswar,1587926,N,D,4,8,3,0,1826114
16116,50478,11,3,Banking,Business Analyst,Aviation,B,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Jaipur,1484353,N,B,5,4,1,0,1855441
16117,47873,18,17,Others,Analyst,Aviation,O,Manager,Doctorate,Sociology,Pune,2002.0,Sociology,Pune,2021.0,Others,Kolkata,2007.0,Chennai,Kolkata,2630152,N,Key_Performer,6,0,0,0,3550705
16118,17966,22,0,Top Management,Scientist,Analytics,B,Others,PG,Others,Jaipur,1998.0,Psychology,Jaipur,2010.0,Others,Kolkata,2007.0,Guwahati,Ahmedabad,3010174,Y,B,4,1,1,0,3973429
16121,27224,20,10,Healthcare,Sales Manager,Training,J,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mangalore,2136029,N,D,4,7,0,0,2456433
16122,19987,14,11,Marketing,Business Analyst,Analytics,N,Manager,PG,Arts,Guwahati,1999.0,Others,Guwahati,2001.0,Psychology,Surat,2006.0,Kanpur,Kolkata,2362281,Y,Key_Performer,2,5,0,0,3118210
16124,53884,11,9,Analytics/BI,Business Analyst,IT,P,Manager,Doctorate,Others,Guwahati,2009.0,Zoology,Guwahati,2022.0,Others,Kolkata,2007.0,Chennai,Mangalore,2352652,N,D,5,2,0,0,2921993
16127,51302,14,7,Engineering,Sales Execituve,FMCG,D,Data Analyst,Doctorate,Economics,Delhi,2006.0,Economics,Delhi,2020.0,Others,Kolkata,2007.0,Surat,Kanpur,1794662,Y,C,5,1,0,0,2311524
16131,38725,9,3,Engineering,Business Analyst,Analytics,M,Research Analyst,PG,Economics,Bhubaneswar,2011.0,Economics,Bhubaneswar,2010.0,Others,Kolkata,2007.0,Chennai,Pune,1155136,Y,C,5,1,1,0,1402797
16132,32819,20,2,Banking,Consultant,Insurance,L,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Nagpur,2713960,Y,B,5,6,3,0,3528148
16133,41508,15,11,Education,Business Analyst,Analytics,B,Product Manager,Grad,Mathematics,Kolkata,2005.0,Mathematics,Kolkata,2010.0,Others,Kolkata,2007.0,Kanpur,Bangalore,1661351,N,C,5,2,0,0,1910553
16136,35703,25,14,Others,Project Manager,Others,A,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Bangalore,2700272,N,B,2,8,3,0,3375340
16137,11444,5,5,Marketing,Associate,Others,H,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Kolkata,483677,N,D,6,5,2,0,556228
16141,14004,13,12,Engineering,Financial Analyst,FMCG,L,Product Manager,PG,Engineering,Delhi,2007.0,Engineering,Delhi,2009.0,Others,Kolkata,2007.0,Nagpur,Nagpur,1727603,Y,D,6,2,1,0,2098001
16143,48614,8,1,Healthcare,Team Lead,FMCG,O,Medical Officer,PG,Arts,Nagpur,2012.0,Others,Nagpur,2009.0,Others,Kolkata,2007.0,Chennai,Bangalore,2114511,N,D,5,0,0,0,2528955
16144,19326,22,20,Marketing,CEO,FMCG,P,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Nagpur,1628822,N,A,4,1,2,0,2036027
16157,45335,1,1,Banking,Associate,BFSI,J,Marketing Manager,Grad,Botony,Mangalore,2019.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Kanpur,479367,N,B,3,1,0,0,599208
16159,21748,5,0,Others,Project Manager,Analytics,I,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Guwahati,474726,N,C,6,8,2,0,545934
16162,27614,15,8,Education,Business Analyst,Others,C,Research Analyst,Grad,Botony,Mangalore,2005.0,Botony,Mangalore,2009.0,Others,Kolkata,2007.0,Kolkata,Delhi,1857306,N,Key_Performer,6,1,1,0,2321632
16166,29537,12,7,Healthcare,Others,Retail,H,Marketing Manager,PG,Chemistry,Ahmedabad,2001.0,Chemistry,Ahmedabad,2003.0,Chemistry,Kolkata,2008.0,Bangalore,Mumbai,1759440,Y,Key_Performer,5,6,1,0,2322460
16168,14014,21,14,Banking,Business Analyst,Telecom,B,Sr.Manager,Grad,Botony,Ahmedabad,1999.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Bhubaneswar,2250452,N,B,2,1,0,0,2813065
16175,35072,13,10,Marketing,Senior Researcher,Analytics,I,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Nagpur,1210327,N,D,4,1,3,0,1391876
16181,36726,0,0,Marketing,Others,Training,M,HR,Grad,Others,Lucknow,2020.0,Zoology,Lucknow,2013.0,Others,Kolkata,2007.0,Ahmedabad,Pune,0,N,B,0,0,0,0,387534
16182,17577,1,1,IT-Software,Associate,Others,A,Director,PG,Others,Mangalore,2019.0,Botony,Mangalore,2008.0,Others,Kolkata,2007.0,Mangalore,Surat,583693,N,C,3,1,1,0,698096
16184,54324,11,11,Healthcare,Financial Analyst,Insurance,P,Software Developer,Doctorate,Economics,Kolkata,2003.0,Economics,Kolkata,2005.0,Economics,Guwahati,2009.0,Bangalore,Ahmedabad,2295587,Y,C,4,7,0,0,2956716
16185,46938,18,15,Banking,Bio statistician,Others,A,HR,Doctorate,Psychology,Pune,2002.0,Psychology,Pune,2010.0,Others,Kolkata,2007.0,Bangalore,Kanpur,2739595,N,D,2,1,0,0,3402576
16186,41637,4,2,Accounts,Financial Analyst,FMCG,D,HR,Grad,Economics,Mangalore,2016.0,Economics,Mangalore,2010.0,Others,Kolkata,2007.0,Jaipur,Delhi,675009,N,C,1,0,0,0,776260
16192,18264,2,1,Healthcare,Financial Analyst,Automobile,G,Consultant,Doctorate,Chemistry,Kolkata,2018.0,Chemistry,Kolkata,2012.0,Others,Kolkata,2007.0,Delhi,Kanpur,738619,N,C,2,1,0,0,849411
16193,36712,13,6,Education,Analyst,Training,A,HR,Grad,Arts,Mangalore,1998.0,Arts,Mangalore,2000.0,Arts,Surat,2007.0,Mumbai,Guwahati,1832947,N,D,6,7,0,0,2107889
16195,42763,15,5,Marketing,Others,Analytics,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Lucknow,1801816,N,D,6,0,0,0,2072088
16199,52138,0,0,Marketing,Others,Training,M,HR,Grad,Zoology,Mangalore,2020.0,Zoology,Mangalore,2011.0,Others,Kolkata,2007.0,Surat,Jaipur,0,N,B,0,2,0,0,303260
16200,43527,20,0,Engineering,Business Analyst,Training,H,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Lucknow,1623131,N,A,6,5,4,0,2028913
16201,47870,24,1,Analytics/BI,Data scientist,FMCG,J,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Lucknow,2514640,N,D,3,1,5,0,2891836
16208,24571,18,5,Sales,Project Manager,Automobile,M,Medical Officer,Grad,Arts,Kolkata,2002.0,Arts,Kolkata,2016.0,Others,Kolkata,2007.0,Delhi,Lucknow,2443307,N,A,4,2,0,0,3054133
16210,49235,25,8,HR,Consultant,FMCG,D,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Ahmedabad,1419017,Y,D,2,4,1,0,1697144
16211,14972,1,1,Engineering,Scientist,IT,G,Product Manager,PG,Sociology,Bangalore,2019.0,Sociology,Bangalore,2016.0,Others,Kolkata,2007.0,Mangalore,Pune,426131,N,B,2,1,1,0,553970
16213,22021,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Lucknow,0,N,B,0,4,2,0,382598
16214,52947,2,1,Banking,Sales Manager,Retail,I,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Jaipur,457765,N,C,2,4,2,0,526429
16216,29352,5,2,Engineering,Bio statistician,Analytics,M,HR,Doctorate,Arts,Pune,2015.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Lucknow,1318672,N,C,1,1,0,0,1637790
16217,31585,25,1,Marketing,Sales Manager,Retail,O,HR,PG,Arts,Delhi,1995.0,Arts,Delhi,2017.0,Others,Kolkata,2007.0,Mumbai,Bhubaneswar,2826453,Y,Key_Performer,3,2,2,0,3730917
16218,24903,21,7,Education,Team Lead,Analytics,A,Product Manager,Grad,Psychology,Jaipur,1999.0,Psychology,Jaipur,2015.0,Others,Kolkata,2007.0,Ahmedabad,Nagpur,1942527,Y,Key_Performer,2,1,0,0,2486434
16220,58772,11,7,IT-Software,Head,FMCG,C,CA,PG,Economics,Lucknow,2001.0,Economics,Lucknow,2003.0,Economics,Kolkata,2009.0,Kolkata,Nagpur,2384035,N,D,6,5,1,0,2851305
16221,15023,9,5,IT-Software,Team Lead,Automobile,I,Others,Grad,Mathematics,Guwahati,2011.0,Mathematics,Guwahati,2016.0,Others,Kolkata,2007.0,Mangalore,Surat,1324290,N,C,3,0,0,0,1522933
16223,28748,16,9,Engineering,Bio statistician,Others,I,HR,Doctorate,Sociology,Bangalore,2004.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Guwahati,3919832,N,D,4,1,0,0,4868431
16224,36135,24,2,Sales,Consultant,BFSI,J,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Kanpur,1455497,N,C,3,0,1,0,1673821
16226,11253,10,6,HR,Financial Analyst,Insurance,P,Software Developer,PG,Mathematics,Lucknow,2010.0,Mathematics,Lucknow,2019.0,Others,Kolkata,2007.0,Surat,Bhubaneswar,2331939,Y,D,3,2,1,0,2831906
16227,26508,8,8,Banking,Principal Analyst,Insurance,F,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Jaipur,802088,Y,Key_Performer,3,4,2,0,1084422
16229,26734,12,1,HR,Sales Execituve,FMCG,J,Web Designer,PG,Engineering,Pune,2008.0,Engineering,Pune,2008.0,Others,Kolkata,2007.0,Mangalore,Delhi,1601887,N,B,3,0,1,0,2082453
16231,15235,5,1,Education,Team Lead,BFSI,H,Marketing Manager,PG,Sociology,Jaipur,2015.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Bhubaneswar,689189,N,C,5,1,1,0,824270
16232,33699,20,16,Education,Sales Manager,Training,C,Research Scientist,PG,Zoology,Lucknow,2000.0,Zoology,Lucknow,2021.0,Others,Kolkata,2007.0,Mumbai,Pune,2167460,N,D,6,1,1,0,2592282
16233,49095,22,2,Analytics/BI,Financial Analyst,Insurance,A,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Ahmedabad,2407459,Y,B,5,5,5,0,3129696
16235,18713,11,6,Top Management,Sales Execituve,Analytics,B,Director,Doctorate,Chemistry,Guwahati,2002.0,Chemistry,Guwahati,2004.0,Chemistry,Surat,2009.0,Jaipur,Mangalore,1767476,Y,A,4,4,0,0,2474466
16236,50268,21,7,IT-Software,Others,Retail,H,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Jaipur,2527445,Y,D,6,5,4,0,3022824
16237,46333,23,17,Marketing,Business Analyst,Training,K,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Guwahati,2799561,N,A,2,2,2,0,3499451
16241,37811,5,2,Marketing,Project Manager,IT,K,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Chennai,540816,Y,D,2,7,3,0,646815
16242,45169,12,1,Healthcare,Researcher,IT,K,HR,Grad,Sociology,Mumbai,2008.0,Sociology,Mumbai,2014.0,Others,Kolkata,2007.0,Chennai,Bhubaneswar,1813456,N,A,6,1,0,0,2266820
16244,37814,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Mumbai,0,N,B,0,4,2,0,368296
16247,54358,5,5,Sales,Associate,BFSI,C,Consultant,Doctorate,Sociology,Pune,2015.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Delhi,1195931,N,C,4,0,0,0,1485346
16250,11585,25,6,Sales,Others,Others,L,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Kolkata,1934354,Y,Key_Performer,6,6,0,0,2514660
16251,29233,15,11,Healthcare,Business Analyst,Insurance,H,Data Analyst,PG,Mathematics,Bhubaneswar,2005.0,Mathematics,Bhubaneswar,2021.0,Others,Kolkata,2007.0,Surat,Kolkata,1431257,N,B,2,0,1,0,1860634
16252,20353,22,11,Healthcare,CEO,FMCG,F,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Mangalore,2604580,Y,A,3,5,2,0,3385954
16253,14223,14,8,Top Management,Senior Researcher,Aviation,M,Manager,PG,Botony,Delhi,1997.0,Botony,Delhi,1999.0,Botony,Guwahati,2006.0,Jaipur,Lucknow,2141959,N,A,2,3,1,0,2784546
16256,56322,22,17,Analytics/BI,Bio statistician,Insurance,C,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Bangalore,1843039,Y,Key_Performer,6,3,3,0,2395950
16257,47584,13,8,Sales,Others,Others,P,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mangalore,1198611,N,B,4,8,3,0,1498263
16259,48734,11,3,Healthcare,Lab Executuve,Training,J,Product Manager,Doctorate,Chemistry,Jaipur,2000.0,Others,Jaipur,2002.0,Chemistry,Bangalore,2009.0,Lucknow,Bhubaneswar,2298654,N,D,5,4,0,0,2854928
16260,11323,2,1,Marketing,Consultant,Telecom,M,HR,PG,Sociology,Mangalore,2018.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Kolkata,645202,N,C,3,0,1,0,771661
16262,13278,9,7,Banking,Senior Researcher,Training,I,Research Analyst,PG,Botony,Kolkata,2011.0,Botony,Kolkata,2022.0,Others,Kolkata,2007.0,Surat,Kolkata,1028429,N,C,6,0,1,0,1230001
16263,46219,11,9,IT-Software,Project Manager,Others,L,Web Designer,Grad,Engineering,Mumbai,2000.0,Engineering,Mumbai,2002.0,Engineering,Mangalore,2009.0,Mangalore,Kanpur,1908557,N,D,2,6,1,0,2194840
16264,31278,18,16,Others,Sales Execituve,Aviation,F,Product Manager,Doctorate,Arts,Guwahati,2002.0,Arts,Guwahati,2013.0,Others,Kolkata,2007.0,Bangalore,Kolkata,2521744,N,B,2,1,0,0,3404354
16265,32493,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Lucknow,0,N,B,0,5,0,0,390948
16267,54997,5,4,Engineering,Business Analyst,Telecom,P,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Kanpur,562009,Y,Key_Performer,1,7,2,0,759836
16271,37406,21,10,Engineering,Consultant,IT,K,Manager,Doctorate,Psychology,Lucknow,1999.0,Psychology,Lucknow,2017.0,Others,Kolkata,2007.0,Delhi,Chennai,2887277,N,B,2,1,0,0,3897823
16273,33907,16,9,HR,CEO,IT,P,Data Analyst,Grad,Statistics,Pune,2004.0,Statistics,Pune,2011.0,Others,Kolkata,2007.0,Kanpur,Surat,2715489,N,D,3,0,2,0,3122812
16274,16920,12,3,Top Management,Consultant,Telecom,M,Software Developer,Grad,Engineering,Ahmedabad,2002.0,Engineering,Ahmedabad,2004.0,Engineering,Mangalore,2008.0,Pune,Guwahati,1862159,N,C,6,7,1,0,2141482
16276,19084,3,3,HR,Analyst,Retail,E,Research Analyst,Grad,Others,Mumbai,2017.0,Arts,Mumbai,2013.0,Others,Kolkata,2007.0,Pune,Lucknow,661633,N,C,3,0,0,0,760877
16278,33138,14,11,Healthcare,Others,Analytics,M,Medical Officer,Doctorate,Chemistry,Kolkata,1997.0,Chemistry,Kolkata,1999.0,Others,Guwahati,2006.0,Pune,Lucknow,2439251,Y,A,2,5,0,0,3414951
16281,48952,17,16,Analytics/BI,Bio statistician,Retail,B,Research Analyst,PG,Arts,Delhi,2003.0,Others,Delhi,2011.0,Others,Kolkata,2007.0,Bangalore,Lucknow,3218887,N,A,3,1,0,0,4184553
16285,47167,1,1,Accounts,Sales Execituve,Training,B,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Mumbai,495057,N,B,2,5,1,0,618821
16286,59416,22,5,Accounts,Consultant,Training,O,CA,PG,Mathematics,Guwahati,1998.0,Mathematics,Guwahati,2022.0,Others,Kolkata,2007.0,Lucknow,Kanpur,1403483,N,B,6,2,1,0,1824527
16289,58370,16,3,Banking,Analyst,Insurance,O,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Mangalore,2492742,N,D,4,3,2,0,2866653
16293,45383,10,6,Banking,Business Analyst,Retail,L,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Pune,1104937,N,B,3,3,2,0,1381171
16294,15361,12,6,Top Management,Bio statistician,Others,C,Sr.Manager,Grad,Psychology,Delhi,2008.0,Psychology,Delhi,2020.0,Others,Kolkata,2007.0,Surat,Delhi,2078811,N,C,2,0,0,0,2390632
16295,46750,24,22,Marketing,CEO,Others,I,Others,PG,Arts,Ahmedabad,1996.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Delhi,3060594,N,A,2,0,0,0,3978772
16296,46689,2,1,Healthcare,Financial Analyst,Retail,N,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Surat,456825,Y,B,2,4,3,0,593872
16297,11391,21,19,Sales,Sales Manager,IT,K,Product Manager,Doctorate,Arts,Lucknow,1999.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Guwahati,3493207,N,A,6,0,0,0,4715829
16299,30633,22,10,Marketing,Bio statistician,FMCG,I,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Mumbai,1763565,N,B,3,0,1,0,2204456
16300,16564,12,9,Engineering,Bio statistician,BFSI,F,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Pune,1382545,Y,Key_Performer,3,4,1,0,1797308
16302,37036,2,1,Others,Analyst,Training,E,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Mumbai,457334,Y,B,2,3,1,0,594534
16305,44326,25,22,Marketing,Sales Execituve,Others,H,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Guwahati,1867627,Y,Key_Performer,2,5,3,0,2427915
16308,34775,14,1,Marketing,Bio statistician,Others,E,Others,Grad,Psychology,Bhubaneswar,2006.0,Others,Bhubaneswar,2019.0,Others,Kolkata,2007.0,Bangalore,Pune,1823886,N,C,2,1,0,0,2097468
16309,52601,11,6,Healthcare,Scientist,Training,N,Manager,PG,Others,Lucknow,2001.0,Engineering,Lucknow,2003.0,Economics,Mumbai,2009.0,Jaipur,Jaipur,1785443,N,D,3,4,0,0,2135389
16310,44828,16,5,Healthcare,Sales Manager,Retail,P,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Kanpur,1890561,Y,B,2,6,3,0,2457729
16313,50341,13,9,Marketing,Consultant,Automobile,P,Product Manager,Doctorate,Arts,Guwahati,1999.0,Arts,Guwahati,2001.0,Arts,Ahmedabad,2007.0,Lucknow,Mumbai,2240241,N,B,6,7,0,0,3024325
16314,55920,5,2,Accounts,Sales Execituve,Aviation,I,Web Designer,Grad,Mathematics,Nagpur,2015.0,Mathematics,Nagpur,2013.0,Others,Kolkata,2007.0,Mumbai,Pune,594018,N,A,1,0,1,0,772223
16315,15740,13,2,Banking,Bio statistician,BFSI,I,Marketing Manager,Grad,Botony,Mumbai,1999.0,Botony,Mumbai,2001.0,Botony,Surat,2007.0,Mangalore,Mangalore,2023403,N,D,2,6,0,0,2326913
16318,31601,10,7,Healthcare,Senior Researcher,Others,E,Manager,Grad,Sociology,Lucknow,2010.0,Sociology,Lucknow,2020.0,Others,Kolkata,2007.0,Bhubaneswar,Jaipur,1953561,N,D,4,2,0,0,2246595
16320,43301,20,17,Sales,Consultant,Others,G,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Delhi,2153413,N,D,3,8,4,0,2476424
16321,37222,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Nagpur,0,N,B,0,5,3,0,368718
16322,32705,4,2,HR,Project Manager,Training,O,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Bhubaneswar,484762,N,D,2,4,0,0,557476
